,yyyymm,b/m,tbl,AAA,BAA,lty,ntis,Rfree,infl,ltr,corpr,svar,d/p,d/y,e/p,d/e,ret (S&P 500 annualized log return including dividends)
268,194904,0.917499713,0.0117,0.027,0.0345,0.0227,0.015288087,0.000975,0.004201681,0.0011,0.0023,0.000499271,-2.69725421,-2.718731546,-1.820665798,-0.876588413,-0.021717
269,194905,0.948562604,0.0117,0.0271,0.0345,0.0227,0.016900505,0.000975,-0.0041841,0.0019,0.0038,0.00100766,-2.645889637,-2.683917033,-1.77985179,-0.866037848,-0.037792
270,194906,0.953888424,0.0117,0.0271,0.0347,0.0217,0.016812107,0.000975,0.004201681,0.0167,0.0084,0.001697812,-2.630618461,-2.632734864,-1.774952351,-0.85566611,-0.003269
271,194907,0.907799,0.0102,0.0267,0.0346,0.0216,0.019510977,0.00085,-0.008368201,0.0033,0.0099,0.000640881,-2.684392763,-2.624100533,-1.836633045,-0.847759719,0.061657
272,194908,0.893876637,0.0104,0.0262,0.034,0.021,0.019440805,0.000866667,0.004219409,0.0111,0.0037,0.001073536,-2.689823755,-2.677926722,-1.849924651,-0.839899105,0.011738
273,194909,0.875020547,0.0107,0.026,0.0337,0.0212,0.02334296,0.000891667,0.004201681,-0.0011,0.0021,0.001547594,-2.706767327,-2.683389639,-1.874694674,-0.832072653,0.024293
274,194910,0.842566213,0.0105,0.0261,0.0336,0.0212,0.022232164,0.000875,-0.008368201,0.0019,0.0067,0.000613502,-2.704319637,-2.675222075,-1.913601699,-0.790717939,0.028437
275,194911,0.833724876,0.0108,0.026,0.0335,0.0212,0.023642539,0.0009,0.004219409,0.0021,0.0021,0.000908862,-2.674976202,-2.673730096,-1.924758714,-0.750217488,0.000482
276,194912,0.796429284,0.011,0.0258,0.0331,0.0209,0.027175036,0.000916667,-0.008403361,0.0052,-0.0145,0.000473239,-2.687966833,-2.645303446,-1.977427909,-0.710538923,0.046034
277,195001,0.791416819,0.0107,0.0257,0.0324,0.0215,0.027101609,0.000891667,-0.004237288,-0.0061,0.0037,0.000989153,-2.696388261,-2.679233153,-1.987423365,-0.708964897,0.018245
278,195002,0.784998034,0.0112,0.0258,0.0324,0.0214,0.025491223,0.000933333,0,0.0021,0.0007,0.000426014,-2.697651494,-2.687730199,-1.990240153,-0.707411341,0.009975
279,195003,0.825527785,0.0112,0.0258,0.0324,0.0215,0.029290645,0.000933333,0.004255319,0.0008,0.0022,0.000624302,-2.693124551,-2.68906775,-1.987238345,-0.705886206,0.003542
280,195004,0.796497471,0.0115,0.026,0.0323,0.0214,0.02639646,0.000958333,0,0.003,-0.0008,0.000714011,-2.728738666,-2.684613861,-2.007733157,-0.721005509,0.044493
281,195005,0.761346343,0.0116,0.0261,0.0325,0.0213,0.028571386,0.000966667,0.004237288,0.0033,-0.0008,0.000641263,-2.758839167,-2.720299797,-2.023192072,-0.735647094,0.03759
282,195006,0.813447468,0.0115,0.0262,0.0328,0.0216,0.030395331,0.000958333,0.004219409,-0.0025,0.0023,0.005855717,-2.690677951,-2.750470917,-1.940835427,-0.749842524,-0.057849
283,195007,0.812320917,0.0116,0.0265,0.0332,0.0214,0.030115986,0.000966667,0.012605042,0.0055,0.0069,0.00311025,-2.663649863,-2.655206244,-1.925931682,-0.737718181,0.015875
284,195008,0.784340849,0.012,0.0261,0.0323,0.0214,0.029549868,0.001,0.008298755,0.0014,0.0038,0.001075605,-2.661379545,-2.629385642,-1.935110908,-0.726268637,0.031526
285,195009,0.751457855,0.013,0.0264,0.0321,0.022,0.025913545,0.001083333,0.004115226,-0.0072,-0.0039,0.001318373,-2.682668128,-2.628258089,-1.96721519,-0.715452938,0.05651
286,195010,0.755966401,0.0131,0.0267,0.0322,0.0225,0.027340855,0.001091667,0.008196721,-0.0048,-0.0008,0.001759407,-2.652284205,-2.64817953,-1.956721065,-0.69556314,0.003425
287,195011,0.747363796,0.0136,0.0267,0.0322,0.0224,0.025539219,0.001133333,0.004065041,0.0035,0.0054,0.002457673,-2.617927958,-2.618952548,-1.941307737,-0.676620221,-7.30E-05
288,195012,0.722538442,0.0134,0.0267,0.032,0.0224,0.031357883,0.001116667,0.012145749,0.0016,0.0023,0.002489541,-2.630762576,-2.585664754,-1.972220925,-0.658541651,0.051025
289,195101,0.683599244,0.0134,0.0266,0.0317,0.0221,0.030044578,0.001116667,0.016,0.0058,0.0019,0.001704689,-2.678928522,-2.619486257,-2.032836413,-0.646092109,0.063309
290,195102,0.674866098,0.0136,0.0266,0.0316,0.0228,0.031119574,0.001133333,0.011811024,-0.0074,-0.0044,0.000650644,-2.674227322,-2.667784594,-2.040457271,-0.633770051,0.004185
291,195103,0.7813946,0.014,0.0278,0.0323,0.0241,0.032686616,0.001166667,0.003891051,-0.0157,-0.0237,0.001227665,-2.644680587,-2.663199635,-2.02311421,-0.621566377,-0.019706
292,195104,0.749430788,0.0147,0.0287,0.0335,0.0248,0.032092905,0.001225,0,-0.0063,-0.0009,0.000848198,-2.682957508,-2.635949081,-2.083164916,-0.599792592,0.047903
293,195105,0.777889045,0.0155,0.0289,0.034,0.0254,0.030675434,0.001291667,0.003875969,-0.0069,-0.0015,0.00140742,-2.632878503,-2.674295116,-2.054959306,-0.577919197,-0.040917
294,195106,0.800362677,0.0145,0.0294,0.0349,0.0259,0.036341873,0.001208333,0,-0.0062,-0.0093,0.001136773,-2.597930038,-2.624296914,-2.041983979,-0.555946059,-0.028186
295,195107,0.753121849,0.0156,0.0294,0.0353,0.0252,0.032599182,0.0013,0,0.0138,0.0205,0.001408208,-2.672956726,-2.606511627,-2.134501319,-0.538455407,0.070014
296,195108,0.718593895,0.0162,0.0288,0.035,0.0246,0.030321244,0.00135,0,0.0099,0.0114,0.00058178,-2.720152782,-2.681619118,-2.199805224,-0.520347558,0.038396
297,195109,0.716182328,0.0163,0.0284,0.0346,0.0253,0.028799073,0.001358333,0.007722008,-0.008,-0.0057,0.000254769,-2.728024812,-2.728884288,-2.226452394,-0.501572418,0.001195
298,195110,0.740232514,0.0154,0.0289,0.035,0.0254,0.029143698,0.001283333,0.003831418,0.001,-0.0145,0.001511076,-2.738592551,-2.752445587,-2.221937646,-0.516654906,-0.015088
299,195111,0.74329238,0.0156,0.0296,0.0356,0.0264,0.031621121,0.0013,0.007633588,-0.0136,-0.0061,0.001023982,-2.760998803,-2.763617748,-2.228749073,-0.53224973,-0.002574
300,195112,0.721316347,0.0173,0.0301,0.0361,0.0269,0.036150731,0.001441667,0.003787879,-0.0061,0.0058,0.000427036,-2.824834577,-2.786673462,-2.276426242,-0.548408335,0.038467
301,195201,0.717425838,0.0157,0.0298,0.0359,0.0268,0.035150251,0.001308333,0,0.0028,0.0199,0.000538421,-2.837921594,-2.822475659,-2.297350269,-0.540571325,0.016303
302,195202,0.746693325,0.0154,0.0293,0.0353,0.0269,0.034871426,0.001283333,-0.00754717,0.0014,-0.0085,0.000931601,-2.7984261,-2.835561168,-2.265727611,-0.532698489,-0.035743
303,195203,0.751874119,0.0159,0.0296,0.0351,0.0263,0.03209385,0.001325,0,0.0111,0.0076,0.000631815,-2.842695996,-2.796078275,-2.31788413,-0.524811866,0.050655
304,195204,0.786399099,0.0157,0.0293,0.035,0.0254,0.033231194,0.001308333,0.003802281,0.0171,-0.0004,0.000807835,-2.791636917,-2.835678423,-2.282210874,-0.509426043,-0.043268
305,195205,0.770517989,0.0167,0.0293,0.0349,0.0257,0.032148796,0.001391667,0,-0.0033,0.0031,0.000526453,-2.807560303,-2.784668248,-2.313541798,-0.494018505,0.023274
306,195206,0.738715088,0.017,0.0294,0.035,0.0259,0.027730511,0.001416667,0.003787879,0.0003,0.0016,0.000325271,-2.845710987,-2.80063986,-2.367123614,-0.478587373,0.045795
307,195207,0.724710259,0.0181,0.0295,0.035,0.0261,0.0279221,0.001508333,0.00754717,-0.002,0.0016,0.000344882,-2.863185618,-2.845710987,-2.381751872,-0.481433746,0.017659
308,195208,0.736620128,0.0183,0.0294,0.0351,0.0267,0.028042417,0.001525,0,-0.007,0.0063,0.000289537,-2.848511549,-2.863185618,-2.364243759,-0.48426779,-0.015007
309,195209,0.748678911,0.0171,0.0295,0.0352,0.0277,0.031037934,0.001425,0,-0.013,-0.0018,0.000441173,-2.828740883,-2.848511549,-2.34164282,-0.487098063,-0.020098
310,195210,0.752516436,0.0174,0.0301,0.0354,0.0269,0.029927342,0.00145,0,0.0148,0.0039,0.001026218,-2.837161175,-2.837976504,-2.335195079,-0.501966097,-0.001244
311,195211,0.714235352,0.0185,0.0298,0.0353,0.0272,0.026550318,0.001541667,0,-0.0015,0.0108,0.000459089,-2.891934163,-2.846489914,-2.37503427,-0.516899892,0.048273
312,195212,0.694073313,0.0209,0.0297,0.0351,0.0279,0.026534645,0.001741667,0,-0.0086,-0.0091,0.000267717,-2.936193055,-2.901343655,-2.404314022,-0.531879033,0.035725
313,195301,0.699175208,0.0196,0.0302,0.0351,0.0279,0.02593403,0.001633333,-0.003745318,0.0012,-0.008,0.000400959,-2.929016443,-2.936193055,-2.3929794,-0.536037043,-0.006795
314,195302,0.712702712,0.0197,0.0307,0.0353,0.0287,0.026515267,0.001641667,-0.003759398,-0.0087,-0.004,0.000490664,-2.910653264,-2.929016443,-2.370475429,-0.540177836,-0.017804
315,195303,0.762496874,0.0201,0.0312,0.0357,0.0294,0.024012724,0.001675,0.003773585,-0.0088,-0.0033,0.000682652,-2.886819356,-2.910653264,-2.342517803,-0.544301553,-0.024368
316,195304,0.776706096,0.0219,0.0323,0.0365,0.0303,0.026292018,0.001825,0,-0.0105,-0.0248,0.001271595,-2.857610499,-2.884460439,-2.304752346,-0.552858152,-0.026832
317,195305,0.78375202,0.0216,0.0334,0.0378,0.0314,0.027224346,0.0018,0.003759398,-0.0148,-0.003,0.000593167,-2.851995392,-2.855250074,-2.290704038,-0.561291354,-0.00273
318,195306,0.795496906,0.0211,0.034,0.0386,0.0301,0.027461193,0.001758333,0.003745318,0.0223,0.0109,0.001105692,-2.833213344,-2.849647568,-2.263587463,-0.569625882,-0.016183
319,195307,0.774929189,0.0204,0.0328,0.0386,0.0301,0.026151546,0.0017,0,0.0039,0.0177,0.000581015,-2.858168617,-2.833213344,-2.283246031,-0.574922586,0.024844
320,195308,0.816935916,0.0204,0.0324,0.0385,0.0303,0.028087168,0.0017,0.003731343,-0.0008,-0.0085,0.000681474,-2.79865449,-2.858168617,-2.218459164,-0.580195326,-0.060097
321,195309,0.808210877,0.0179,0.0329,0.0388,0.0284,0.025876845,0.001491667,0,0.0299,0.0253,0.001105643,-2.799940113,-2.79865449,-2.214503625,-0.585436488,7.20E-05
322,195310,0.77372104,0.0138,0.0316,0.0382,0.0281,0.024695734,0.00115,0.003717472,0.0074,0.0227,0.000572852,-2.842629995,-2.79292254,-2.269452242,-0.573177753,0.049806
323,195311,0.758431958,0.0144,0.0311,0.0375,0.0286,0.025797922,0.0012,-0.003703704,-0.0049,-0.0073,0.000376498,-2.844586334,-2.835661326,-2.28364999,-0.560936344,0.009879
324,195312,0.759700961,0.016,0.0313,0.0374,0.0274,0.024822341,0.001333333,0,0.0206,0.0172,0.000417269,-2.839683241,-2.837665891,-2.290964045,-0.548719197,-0.001189
325,195401,0.729847122,0.0118,0.0306,0.0371,0.0291,0.023383536,0.000983333,0,0.0089,0.0124,0.000498225,-2.885015728,-2.835093789,-2.335589279,-0.549426449,0.052586
326,195402,0.72451959,0.0097,0.0295,0.0361,0.0279,0.022562965,0.000808333,0,0.024,0.0198,0.000340713,-2.88313453,-2.880454077,-2.332996993,-0.550137537,0.002343
327,195403,0.804915818,0.0103,0.0286,0.0351,0.0278,0.022093971,0.000858333,0,0.0058,0.0039,0.000356549,-2.90834977,-2.87858679,-2.357518812,-0.550830958,0.028423
328,195404,0.765039301,0.0097,0.0285,0.0347,0.0273,0.020856404,0.000808333,-0.003717472,0.0104,-0.0034,0.000730702,-2.960732717,-2.91289751,-2.396246597,-0.56448612,0.04714
329,195405,0.745976976,0.0076,0.0288,0.0347,0.0279,0.018492784,0.000633333,0.003731343,-0.0087,-0.0042,0.000429853,-2.997673176,-2.965294368,-2.41959633,-0.578076846,0.033606
330,195406,0.732467844,0.0064,0.029,0.0349,0.0272,0.018357591,0.000533333,0,0.0163,0.0063,0.000935429,-3.00294756,-3.002262628,-2.411336799,-0.591610761,0.000533
331,195407,0.702172913,0.0072,0.0289,0.035,0.0266,0.01770769,0.0006,0,0.0134,0.004,0.000613307,-3.053955716,-2.998358108,-2.465664222,-0.588291494,0.05778
332,195408,0.727516379,0.0092,0.0287,0.0349,0.0269,0.017527409,0.000766667,0,-0.0036,0.0018,0.001144967,-3.014799938,-3.049394065,-2.429797714,-0.585002224,-0.034753
333,195409,0.677745103,0.0101,0.0289,0.0347,0.0271,0.016883966,0.000841667,-0.003717472,-0.001,0.004,0.000691789,-3.090114379,-3.010252198,-2.508392934,-0.581721445,0.080888
334,195410,0.693758164,0.0098,0.0287,0.0346,0.0271,0.017579289,0.000816667,0,0.0006,0.004,0.000499174,-3.054677041,-3.074368254,-2.471112082,-0.583564959,-0.018659
335,195411,0.631641544,0.0093,0.0289,0.0345,0.0274,0.014153426,0.000775,0,-0.0025,0.0025,0.001266826,-3.116877409,-3.039168425,-2.531539155,-0.585338254,0.082712
336,195412,0.604119785,0.0115,0.029,0.0345,0.0272,0.0269925,0.000958333,-0.003731343,0.0064,0.0017,0.000882281,-3.151180812,-3.101612135,-2.564115908,-0.587064904,0.052361
337,195501,0.597558888,0.0122,0.0293,0.0345,0.0286,0.026411956,0.001016667,0,-0.0241,-0.0097,0.002517398,-3.164763344,-3.146858996,-2.559414878,-0.605348466,0.017591
338,195502,0.593148324,0.0117,0.0293,0.0347,0.0292,0.028044593,0.000975,0,-0.0078,-0.0063,0.000604031,-3.164009284,-3.160466563,-2.540848496,-0.623160788,0.005446
339,195503,0.607761777,0.0128,0.0302,0.0348,0.0288,0.027968156,0.001066667,0,0.0087,0.0092,0.002482548,-3.154815822,-3.159724476,-2.514312375,-0.640503447,-0.003851
340,195504,0.584987666,0.0159,0.0301,0.0349,0.029,0.026509428,0.001325,0,0.0001,-0.0001,0.00062805,-3.189714812,-3.152683481,-2.522483783,-0.667231029,0.038885
341,195505,0.586075413,0.0145,0.0304,0.035,0.0287,0.025418496,0.001208333,0,0.0073,-0.0018,0.000745073,-3.186262582,-3.187580626,-2.493118593,-0.693143989,-0.001081
342,195506,0.551641632,0.0141,0.0305,0.0351,0.0293,0.025363396,0.001175,0,-0.0076,0.0029,0.000645744,-3.263227887,-3.18413931,-2.544922147,-0.71830574,0.07993
343,195507,0.534506815,0.016,0.0306,0.0352,0.03,0.024759262,0.001333333,0.003745318,-0.0102,-0.0041,0.002082119,-3.311583122,-3.252666026,-2.581321392,-0.730261731,0.057068
344,195508,0.531846726,0.019,0.0311,0.0356,0.0301,0.026669434,0.001583333,0,0.0004,-0.0038,0.001120404,-3.293294709,-3.301137886,-2.5514533,-0.741841409,-0.008313
345,195509,0.533624791,0.0207,0.0313,0.0359,0.0298,0.025631932,0.001725,0.003731343,0.0073,0.0076,0.005711081,-3.294235218,-3.282951276,-2.541189896,-0.753045322,0.010117
346,195510,0.54740915,0.0223,0.031,0.0359,0.0292,0.025098487,0.001858333,0,0.0144,0.0078,0.002679896,-3.259197285,-3.290126387,-2.492969297,-0.766227988,-0.031
347,195511,0.51525059,0.0224,0.031,0.0358,0.0295,0.026031724,0.001866667,0,-0.0045,-0.003,0.001929162,-3.327311206,-3.25511139,-2.548171537,-0.779139669,0.075124
348,195512,0.50982801,0.0254,0.0315,0.0362,0.0295,0.025242998,0.002116667,-0.003717472,0.0037,0.0063,0.000474703,-3.322576427,-3.32323584,-2.530798643,-0.791777784,-0.001685
349,195601,0.528954412,0.0241,0.0311,0.036,0.0292,0.026422754,0.002008333,0,0.0083,0.0104,0.001179984,-3.267266708,-3.304449042,-2.487192236,-0.780074472,-0.036279
350,195602,0.514835108,0.0232,0.0308,0.0358,0.0293,0.024163445,0.001933333,0,-0.0002,0.0026,0.001100147,-3.283561394,-3.249462083,-2.514905752,-0.768655642,0.034458
351,195603,0.5310772,0.0225,0.031,0.036,0.0303,0.02669345,0.001875,0,-0.0149,-0.0146,0.001008856,-3.333029933,-3.266068237,-2.575524884,-0.75750505,0.069226
352,195604,0.526621716,0.026,0.0324,0.0368,0.0311,0.026212022,0.002166667,0.003731343,-0.0113,-0.0115,0.000814899,-3.317569668,-3.319634505,-2.581623358,-0.73594631,-0.001425
353,195605,0.568559774,0.0261,0.0328,0.0373,0.0299,0.02930132,0.002175,0.003717472,0.0225,0.0052,0.001836429,-3.236356261,-3.30434568,-2.521864439,-0.714491823,-0.065976
354,195606,0.551564593,0.0249,0.0326,0.0376,0.0299,0.025669859,0.002075,0.007407407,0.0027,-0.0018,0.001037045,-3.261722435,-3.223310422,-2.568575255,-0.693147181,0.037762
355,195607,0.524902957,0.0231,0.0328,0.038,0.0313,0.024752086,0.001925,0.007352941,-0.0209,-0.0093,0.000495576,-3.304583041,-3.254344166,-2.631862783,-0.672720258,0.050619
356,195608,0.541391124,0.026,0.0343,0.0393,0.0325,0.023810784,0.002166667,-0.003649635,-0.0187,-0.0208,0.001235405,-3.258445578,-3.297253337,-2.606273346,-0.652172232,-0.039976
357,195609,0.571909521,0.0284,0.0356,0.0407,0.0324,0.029362097,0.002366667,0.003663004,0.005,0.0012,0.000787779,-3.204644605,-3.251174644,-2.573141587,-0.631503017,-0.045127
358,195610,0.566427008,0.029,0.0359,0.0417,0.0329,0.029457758,0.002416667,0.003649635,-0.0054,-0.0105,0.00164201,-3.227983652,-3.222924805,-2.583029997,-0.644953655,0.005298
359,195611,0.574897415,0.0299,0.0369,0.0424,0.0333,0.027088695,0.002491667,0,-0.0057,-0.0126,0.001731517,-3.235579554,-3.246609889,-2.576849745,-0.658729809,-0.011161
360,195612,0.544176827,0.0321,0.0375,0.0437,0.0345,0.026149754,0.002675,0.003636364,-0.0179,-0.0082,0.001020276,-3.289216447,-3.254553576,-2.616389269,-0.672827178,0.034442
361,195701,0.567242675,0.0311,0.0377,0.0449,0.0328,0.027992782,0.002591667,0,0.0346,0.0197,0.000901942,-3.248451342,-3.291132073,-2.574685554,-0.673765788,-0.041569
362,195702,0.584994189,0.031,0.0367,0.0447,0.0328,0.030173827,0.002583333,0.003623188,0.0025,0.0093,0.00105604,-3.217184007,-3.250376415,-2.542474056,-0.67470995,-0.032823
363,195703,0.599818875,0.0308,0.0366,0.0443,0.0331,0.026600425,0.002566667,0.003610108,-0.0024,0.005,0.000330298,-3.238565106,-3.219107012,-2.562911082,-0.675654023,0.020752
364,195704,0.57609839,0.0307,0.0367,0.0444,0.0345,0.027421529,0.002558333,0.003597122,-0.0222,-0.0066,0.00030246,-3.27485178,-3.238565106,-2.597237914,-0.677613866,0.045215
365,195705,0.56403858,0.0306,0.0374,0.0452,0.0348,0.028849318,0.00255,0.003584229,-0.0023,-0.0075,0.000481771,-3.311133531,-3.27485178,-2.631566586,-0.679566946,0.033208
366,195706,0.565876532,0.0329,0.0391,0.0463,0.0361,0.030528817,0.002741667,0.003571429,-0.018,-0.0322,0.000578621,-3.309867708,-3.311133531,-2.628348566,-0.681519143,-0.003632
367,195707,0.560056635,0.0316,0.0399,0.0473,0.0365,0.032347064,0.002633333,0.007117438,-0.0041,-0.011,0.000553868,-3.315439138,-3.304104004,-2.634821272,-0.680617866,0.008217
368,195708,0.588004542,0.0337,0.041,0.0482,0.0367,0.035854678,0.002808333,0,0.0002,-0.0009,0.002147248,-3.251923679,-3.309708463,-2.572200484,-0.679723195,-0.054178
369,195709,0.624150778,0.0353,0.0412,0.0493,0.0364,0.034362646,0.002941667,0,0.0076,0.0095,0.00151711,-3.18230614,-3.246225658,-2.503465355,-0.678840785,-0.060609
370,195710,0.645746418,0.0358,0.041,0.0499,0.0369,0.038409458,0.002983333,0,-0.005,0.0023,0.004936011,-3.144054865,-3.176640403,-2.480531432,-0.663523433,-0.040549
371,195711,0.633071776,0.0331,0.0408,0.0509,0.034,0.04098898,0.002758333,0.003533569,0.0533,0.0311,0.003490079,-3.154367266,-3.138421047,-2.506226266,-0.648141,0.016483
372,195712,0.653675779,0.0304,0.0381,0.0503,0.0323,0.034872561,0.002533333,0,0.0307,0.0685,0.001251402,-3.106413803,-3.14876501,-2.473716678,-0.632697125,-0.041021
373,195801,0.632860762,0.0244,0.036,0.0483,0.033,0.029895732,0.002033333,0.007042254,-0.0084,0.0099,0.000784465,-3.152018726,-3.11014702,-2.538601918,-0.613416808,0.04433
374,195802,0.647390435,0.0153,0.0359,0.0466,0.0325,0.027750809,0.001275,0,0.01,-0.0008,0.000736248,-3.134921168,-3.155760303,-2.54131533,-0.593605837,-0.020288
375,195803,0.668591638,0.013,0.0363,0.0468,0.0321,0.028934853,0.001083333,0.006993007,0.0102,-0.0046,0.000519206,-3.169068194,-3.138682447,-2.595824941,-0.573243253,0.029736
376,195804,0.655245031,0.0113,0.036,0.0467,0.0311,0.027018116,0.000941667,0.003472222,0.0186,0.0163,0.000746762,-3.207960704,-3.176627769,-2.649703114,-0.55825759,0.032038
377,195805,0.645558677,0.0091,0.0357,0.0462,0.0313,0.022869724,0.000758333,0,0.0001,0.0031,0.000433117,-3.230435922,-3.215583598,-2.687620711,-0.542815211,0.015503
378,195806,0.62466017,0.0083,0.0357,0.0455,0.0324,0.021436564,0.000691667,0,-0.016,-0.0038,0.000438202,-3.263860243,-3.238111591,-2.736979228,-0.526881015,0.024897
379,195807,0.593848784,0.0091,0.0367,0.0453,0.0343,0.016934261,0.000758333,0.003460208,-0.0278,-0.0153,0.000695625,-3.306060597,-3.263860243,-2.784885249,-0.521175348,0.042418
380,195808,0.587263826,0.0169,0.0385,0.0467,0.0371,0.015091075,0.001408333,-0.003448276,-0.0435,-0.032,0.000588962,-3.317857658,-3.306060597,-2.802417266,-0.515440393,0.01327
381,195809,0.561371197,0.0244,0.0409,0.0487,0.038,0.013984364,0.002033333,0,-0.0117,-0.0096,0.00051018,-3.365100877,-3.317857658,-2.855431992,-0.509668886,0.047954
382,195810,0.549869298,0.0263,0.0411,0.0492,0.0374,0.012279444,0.002191667,0,0.0138,0.0107,0.000793475,-3.38630589,-3.3612528,-2.8793295,-0.50697639,0.025878
383,195811,0.535823198,0.0267,0.0409,0.0487,0.0368,0.011535466,0.002225,0.003460208,0.012,0.0105,0.00153021,-3.404635067,-3.382478299,-2.900328556,-0.504306511,0.023385
384,195812,0.51177932,0.0277,0.0408,0.0485,0.0382,0.023686777,0.002308333,-0.003448276,-0.0181,-0.0058,0.000712772,-3.451528308,-3.400816357,-2.949887594,-0.501640714,0.051432
385,195901,0.502895818,0.0282,0.0412,0.0487,0.0408,0.027736072,0.00235,0.003460208,-0.008,-0.0028,0.000584868,-3.451520568,-3.447724125,-2.928626903,-0.522893665,0.005395
386,195902,0.494946147,0.027,0.0414,0.0489,0.0402,0.027898197,0.00225,-0.003448276,0.0117,0.0126,0.000844733,-3.447556016,-3.447736473,-2.903998563,-0.543557453,0.00221
387,195903,0.516860282,0.028,0.0413,0.0485,0.0403,0.024984343,0.002333333,0,0.0017,-0.0083,0.000491508,-3.444321808,-3.443780536,-2.880678629,-0.56364318,0.000826
388,195904,0.498597194,0.0295,0.0423,0.0486,0.0414,0.024360662,0.002458333,0.003460208,-0.0117,-0.0172,0.00049255,-3.478608116,-3.440560529,-2.888115926,-0.59049219,0.039093
389,195905,0.48307678,0.0284,0.0437,0.0496,0.0417,0.025887165,0.002366667,0,-0.0005,-0.0114,0.000427801,-3.49361655,-3.474866538,-2.877167903,-0.616448648,0.019043
390,195906,0.483219391,0.0321,0.0446,0.0504,0.0419,0.026881909,0.002675,0.003448276,0.001,0.0044,0.00091507,-3.486298182,-3.489883333,-2.844738371,-0.641559812,-0.003196
391,195907,0.460822665,0.032,0.0447,0.0508,0.0417,0.027141602,0.002666667,0.003436426,0.006,0.0089,0.000487796,-3.516873689,-3.482578851,-2.876096349,-0.64077734,0.033514
392,195908,0.468084466,0.0338,0.0443,0.0509,0.0423,0.028146309,0.002816667,0,-0.0041,-0.0068,0.001069699,-3.498020618,-3.513173685,-2.858015023,-0.640005595,-0.015179
393,195909,0.492337893,0.0404,0.0452,0.0518,0.0429,0.030528,0.003366667,0.003424658,-0.0057,-0.0088,0.001709845,-3.44761694,-3.494328729,-2.808383524,-0.639233416,-0.045586
394,195910,0.48097742,0.0405,0.0457,0.0528,0.0421,0.031020452,0.003375,0.003412969,0.015,0.0165,0.000618183,-3.455127559,-3.443938631,-2.823466321,-0.631661238,0.011436
395,195911,0.471798295,0.0415,0.0456,0.0526,0.0432,0.029722765,0.003458333,0,-0.0119,0.0135,0.000499693,-3.464594482,-3.451468214,-2.840504617,-0.624089864,0.013114
396,195912,0.457783797,0.0449,0.0458,0.0528,0.0447,0.022857055,0.003741667,0,-0.0159,-0.0096,0.000307544,-3.488193579,-3.460943014,-2.871679625,-0.616513955,0.026911
397,196001,0.499502104,0.0435,0.0461,0.0534,0.0441,0.02211639,0.003625,-0.003401361,0.0112,0.0107,0.000919418,-3.394206946,-3.468353451,-2.79753312,-0.596673827,-0.070835
398,196002,0.493556783,0.0396,0.0456,0.0534,0.0429,0.024037724,0.0033,0.003412969,0.0204,0.0128,0.001150246,-3.383887272,-3.374758058,-2.806662334,-0.577224938,0.009129
399,196003,0.549798083,0.0331,0.0449,0.0525,0.0411,0.025592924,0.002758333,0,0.0282,0.0191,0.000969146,-3.350808001,-3.364804282,-2.792666053,-0.558141948,-0.015238
400,196004,0.56340369,0.0323,0.0445,0.052,0.0426,0.025576226,0.002691667,0.003401361,-0.017,-0.0022,0.000645166,-3.331409535,-3.349092978,-2.78784671,-0.543562825,-0.017097
401,196005,0.541966427,0.0329,0.0446,0.0528,0.0417,0.024413205,0.002741667,0,0.0152,-0.0021,0.000423559,-3.356191139,-3.329692311,-2.827380309,-0.52881083,0.028312
402,196006,0.529174862,0.0246,0.0445,0.0526,0.0407,0.02426848,0.00205,0.003389831,0.0173,0.0141,0.000498948,-3.373817401,-3.354481987,-2.859919578,-0.513897823,0.019133
403,196007,0.549673277,0.023,0.0441,0.0522,0.0382,0.025776885,0.001916667,0,0.0368,0.0257,0.00097782,-3.348733812,-3.373817401,-2.833815038,-0.514918774,-0.023813
404,196008,0.541542197,0.023,0.0428,0.0508,0.039,0.025194442,0.001916667,0,-0.0067,0.0117,0.000636967,-3.374519895,-3.348733812,-2.85857815,-0.515941745,0.026197
405,196009,0.584341711,0.0248,0.0425,0.0501,0.0387,0.028311649,0.002066667,0,0.0075,-0.0063,0.001771622,-3.312226043,-3.374519895,-2.795265431,-0.516960612,-0.06092
406,196010,0.584120201,0.023,0.043,0.0511,0.0391,0.027822996,0.001916667,0.006756757,-0.0028,0.0008,0.001048715,-3.30979409,-3.312226043,-2.792833478,-0.516960612,-0.002407
407,196011,0.567630019,0.0237,0.0431,0.0508,0.0399,0.026033661,0.001975,0,-0.0066,-0.007,0.000668674,-3.349274109,-3.30979409,-2.832313497,-0.516960612,0.039977
408,196012,0.550422965,0.0225,0.0435,0.051,0.038,0.022760272,0.001875,0,0.0279,0.0104,0.000450306,-3.394508394,-3.349274109,-2.877547781,-0.516960612,0.046597
409,196101,0.522986732,0.0224,0.0432,0.051,0.0404,0.021814838,0.001866667,0,-0.0107,0.0148,0.000741124,-3.457459467,-3.396217546,-2.95730875,-0.500150717,0.063181
410,196102,0.512022716,0.0242,0.0427,0.0507,0.0392,0.019419103,0.002016667,0,0.02,0.021,0.000547459,-3.485691581,-3.459176691,-3.002692124,-0.482999456,0.028612
