,yyyymm,b/m,tbl,AAA,BAA,lty,ntis,Rfree,infl,ltr,corpr,svar,d/p,d/y,e/p,d/e,ret (S&P 500 annualized log return including dividends)
560,197308,0.724337235,0.0867,0.0768,0.0853,0.0728,0.037389178,0.007225,0.018058691,0.0391,0.0356,0.001095856,-3.467112774,-3.504487105,-2.627011421,-0.840101353,-0.036505
561,197309,0.678808996,0.0829,0.0763,0.0863,0.0703,0.034361667,0.006908333,0.002217295,0.0318,0.0356,0.000934547,-3.501314819,-3.462001876,-2.64618402,-0.855130799,0.041038
562,197310,0.672081791,0.0722,0.076,0.0841,0.0689,0.034659964,0.006016667,0.008849558,0.0215,-0.0066,0.001344717,-3.488871173,-3.490163163,-2.624723576,-0.864147597,-0.00156
563,197311,0.781878991,0.0783,0.0767,0.0842,0.0712,0.038735885,0.006525,0.006578947,-0.0183,0.0078,0.004369728,-3.356964122,-3.477845497,-2.484073733,-0.872890389,-0.113046
564,197312,0.755588463,0.0745,0.0768,0.0848,0.0726,0.013007591,0.006208333,0.006535948,-0.0082,-0.0089,0.005358381,-3.362489358,-3.346055728,-2.481120898,-0.881368459,0.016534
565,197401,0.751446438,0.0777,0.0783,0.0848,0.074,0.011627638,0.006475,0.008658009,-0.0083,-0.0053,0.003409512,-3.346492702,-3.356589635,-2.462886818,-0.883605884,-0.009749
566,197402,0.747097719,0.0712,0.0785,0.0853,0.0748,0.01091889,0.005933333,0.012875536,-0.0024,0.0009,0.001878014,-3.336996685,-3.340627583,-2.451185659,-0.885811026,-0.003695
567,197403,0.815184013,0.0796,0.0801,0.0862,0.0783,0.010400726,0.006633333,0.012711864,-0.0292,-0.0307,0.001693666,-3.307610522,-3.331165765,-2.419623567,-0.887986956,-0.023154
568,197404,0.824858082,0.0833,0.0825,0.0887,0.0816,0.009658192,0.006941667,0.0041841,-0.0253,-0.0341,0.001729145,-3.261979607,-3.301813405,-2.364751499,-0.897228108,-0.039359
569,197405,0.860416121,0.0823,0.0837,0.0905,0.081,0.009247794,0.006858333,0.0125,0.0123,0.0105,0.002098706,-3.222089048,-3.256215902,-2.315810338,-0.906278709,-0.033127
570,197406,0.860158772,0.079,0.0847,0.0927,0.0812,0.008028818,0.006583333,0.008230453,0.0045,-0.0285,0.002300341,-3.201584328,-3.216358373,-2.286437107,-0.915147221,-0.014583
571,197407,0.911239322,0.0755,0.0872,0.0948,0.0823,0.006839871,0.006291667,0.008163265,-0.0029,-0.0211,0.004917534,-3.112066353,-3.193049425,-2.191441684,-0.92062467,-0.0785
572,197408,1.017123994,0.0896,0.09,0.0977,0.0855,0.00655581,0.007466667,0.012145749,-0.0232,-0.0268,0.004791049,-3.00898674,-3.103603679,-2.083004917,-0.925981823,-0.089737
573,197409,1.135440143,0.0806,0.0924,0.1018,0.0837,0.005137958,0.006716667,0.012,0.0247,0.0174,0.007811715,-2.873517426,-3.000595083,-1.942296918,-0.931220509,-0.119578
574,197410,1.037083784,0.0746,0.0927,0.1048,0.0795,0.003639726,0.006216667,0.009881423,0.0489,0.0885,0.010084954,-3.023633479,-2.87259028,-2.101422084,-0.922211395,0.164814
575,197411,1.115637022,0.0747,0.0889,0.106,0.0771,0.007815393,0.006225,0.007827789,0.0295,0.0117,0.003513839,-2.968058161,-3.022704411,-2.054924769,-0.913133392,-0.053816
576,197412,1.120018175,0.0715,0.0889,0.1063,0.076,0.008772527,0.005958333,0.00776699,0.0171,-0.0075,0.003814438,-2.946775429,-2.967132733,-2.042782225,-0.903993204,-0.020305
577,197501,0.980829627,0.0626,0.0883,0.1081,0.0796,0.008510502,0.005216667,0.003853565,0.0225,0.0596,0.004017213,-3.056152155,-2.940315782,-2.175254524,-0.880897631,0.121698
578,197502,0.93390163,0.055,0.0862,0.1065,0.0788,0.011652915,0.004583333,0.007677543,0.0131,0.0137,0.00217907,-3.107892283,-3.049731225,-2.250331786,-0.857560497,0.059497
579,197503,0.972466315,0.0549,0.0867,0.1048,0.0824,0.02046755,0.004575,0.003809524,-0.0267,-0.0247,0.002402643,-3.122976916,-3.101515043,-2.289002137,-0.833974779,0.022122
580,197504,0.909489371,0.0561,0.0895,0.1058,0.0852,0.022495892,0.004675,0.003795066,-0.0182,-0.0052,0.002313727,-3.165533229,-3.119351344,-2.354702263,-0.810830965,0.047293
581,197505,0.8975237,0.0523,0.089,0.1069,0.0836,0.022954138,0.004358333,0.005671078,0.0212,0.0106,0.001807184,-3.205074087,-3.161918048,-2.417766332,-0.787307754,0.044794
582,197506,0.84983902,0.0534,0.0877,0.1062,0.0813,0.022962027,0.00445,0.007518797,0.0292,0.0304,0.001353355,-3.244843018,-3.201474625,-2.481445894,-0.763397123,0.044342
583,197507,0.898365624,0.0613,0.0884,0.1055,0.0829,0.025628282,0.005108333,0.01119403,-0.0087,-0.003,0.001244415,-3.174791552,-3.244843018,-2.419805329,-0.754986222,-0.067553
584,197508,0.894246654,0.0644,0.0895,0.1059,0.0844,0.026366203,0.005366667,0.001845018,-0.0068,-0.0175,0.002343157,-3.15349598,-3.174791552,-2.406990724,-0.746505256,-0.021731
585,197509,0.940948254,0.0642,0.0895,0.1061,0.0862,0.027919173,0.00535,0.005524862,-0.0098,-0.0126,0.002304587,-3.118236104,-3.15349598,-2.380285647,-0.737950458,-0.034226
586,197510,0.893497919,0.0596,0.0886,0.1062,0.0819,0.02589755,0.004966667,0.005494505,0.0475,0.0553,0.00215464,-3.180752887,-3.120935161,-2.431548575,-0.749204313,0.062135
587,197511,0.867928474,0.0548,0.0878,0.1056,0.0838,0.024621769,0.004566667,0.007285974,-0.0109,-0.0088,0.000812701,-3.207866939,-3.183459249,-2.447475298,-0.760391641,0.023996
588,197512,0.876338851,0.0544,0.0879,0.1056,0.0805,0.023710554,0.004533333,0.003616637,0.039,0.0442,0.001330808,-3.199005804,-3.210580645,-2.427489556,-0.771516248,-0.012296
589,197601,0.765933886,0.0487,0.086,0.1041,0.0802,0.021851517,0.004058333,0.001801802,0.009,0.0188,0.001978298,-3.309916182,-3.198101322,-2.510413008,-0.799503174,0.118545
590,197602,0.76803652,0.0488,0.0855,0.1024,0.0802,0.02223262,0.004066667,0.003597122,0.0062,0.0061,0.001221425,-3.297542361,-3.309009805,-2.470864297,-0.826678065,-0.01162
591,197603,0.784031217,0.05,0.0852,0.1012,0.0792,0.015071793,0.004166667,0.001792115,0.0166,0.0167,0.001265717,-3.326867024,-3.296639515,-2.473778759,-0.853088265,0.030786
592,197604,0.78607614,0.0486,0.084,0.0994,0.0797,0.014240492,0.00405,0.003577818,0.0018,-0.0015,0.00100713,-3.30950811,-3.320564433,-2.440266311,-0.869241799,-0.010699
593,197605,0.803502763,0.052,0.0858,0.0986,0.0821,0.014148695,0.004333333,0.007130125,-0.0158,-0.0103,0.000936506,-3.288773727,-3.303242318,-2.403835922,-0.884937805,-0.015026
594,197606,0.781427631,0.0541,0.0862,0.0989,0.0807,0.018925153,0.004508333,0.005309735,0.0208,0.015,0.0009716,-3.322660632,-3.282549611,-2.422456038,-0.900204594,0.042158
595,197607,0.795823854,0.0523,0.0856,0.0982,0.0805,0.018842076,0.004358333,0.00528169,0.0078,0.0149,0.00048717,-3.306625715,-3.31471357,-2.403615391,-0.903010324,-0.008454
596,197608,0.804732269,0.0514,0.0845,0.0964,0.079,0.020628812,0.004283333,0.00525394,0.0211,0.0231,0.000744545,-3.293604397,-3.298741312,-2.387840078,-0.905764319,-0.004982
597,197609,0.791363274,0.0508,0.0838,0.094,0.0781,0.023782231,0.004233333,0.003484321,0.0145,0.0167,0.000890683,-3.308170308,-3.285781672,-2.399702302,-0.908468006,0.02267
598,197610,0.812079633,0.0492,0.0832,0.0929,0.0779,0.025568995,0.0041,0.005208333,0.0084,0.007,0.001270002,-3.26851584,-3.291001653,-2.364729333,-0.903786506,-0.021995
599,197611,0.827262938,0.0475,0.0825,0.0923,0.0749,0.027895067,0.003958333,0.001727116,0.0339,0.0319,0.001117929,-3.243834572,-3.25163949,-2.344591269,-0.899243304,-0.008628
600,197612,0.779973125,0.0435,0.0798,0.0912,0.0721,0.028567074,0.003625,0.003448276,0.0327,0.0347,0.000576229,-3.278401804,-3.227235844,-2.383574337,-0.894827467,0.05217
601,197701,0.821065205,0.0462,0.0796,0.0908,0.0764,0.029600479,0.00385,0.005154639,-0.0388,-0.0303,0.000695639,-3.215092439,-3.266944237,-2.326020362,-0.889072078,-0.051167
602,197702,0.836803998,0.0467,0.0804,0.0912,0.0775,0.027970943,0.003891667,0.01025641,-0.0049,-0.002,0.000334679,-3.181868752,-3.203767075,-2.298456181,-0.88341257,-0.0224
603,197703,0.868429928,0.046,0.081,0.0912,0.0772,0.030339023,0.003833333,0.00676819,0.0091,0.0094,0.000665746,-3.156543302,-3.17066783,-2.278690773,-0.877852529,-0.014548
604,197704,0.86115007,0.0454,0.0804,0.0907,0.0771,0.03114102,0.003783333,0.008403361,0.0071,0.01,0.000984868,-3.143312079,-3.143108889,-2.267716584,-0.875595495,-0.000503
605,197705,0.888211337,0.0496,0.0805,0.0901,0.0765,0.035317181,0.004133333,0.005,0.0125,0.0106,0.000634799,-3.106208269,-3.130058084,-2.232803242,-0.873405028,-0.023541
606,197706,0.871112081,0.0502,0.0795,0.0891,0.0754,0.031942968,0.004183333,0.006633499,0.0164,0.0175,0.000563354,-3.137486645,-3.093125354,-2.266231666,-0.871254979,0.045705
607,197707,0.896783399,0.0519,0.0794,0.0887,0.0768,0.033184264,0.004325,0.004942339,-0.007,-0.0005,0.000594692,-3.110484247,-3.126839401,-2.24063908,-0.869845168,-0.016589
608,197708,0.92653426,0.0549,0.0798,0.0882,0.0754,0.03375339,0.004575,0.003278689,0.0198,0.0136,0.000582452,-3.078684898,-3.099951419,-2.210229097,-0.868455801,-0.020221
609,197709,0.942262516,0.0581,0.0792,0.088,0.0764,0.032370163,0.004841667,0.003267974,-0.0029,-0.0022,0.000463183,-3.065776444,-3.068259632,-2.198675956,-0.867100488,-0.003084
610,197710,0.975377284,0.0616,0.0804,0.0889,0.0781,0.03277732,0.005133333,0.003257329,-0.0093,-0.0038,0.000726166,-3.008885323,-3.053261747,-2.148712926,-0.860172398,-0.043869
611,197711,0.96203447,0.061,0.0808,0.0895,0.0777,0.029219279,0.005083333,0.00487013,0.0093,0.0061,0.001387517,-3.023135876,-2.996527478,-2.169765754,-0.853370122,0.026953
612,197712,0.960333025,0.0607,0.0819,0.0899,0.0803,0.030477509,0.005058333,0.003231018,-0.0168,-0.0105,0.000626626,-3.013769898,-3.010926743,-2.167084033,-0.846685865,0.003637
613,197801,1.036731089,0.0644,0.0841,0.0917,0.0816,0.028815903,0.005366667,0.006441224,-0.008,-0.0089,0.000908056,-2.941046756,-3.004534305,-2.102678631,-0.838368125,-0.062611
614,197802,1.075567294,0.0645,0.0847,0.092,0.0822,0.031170595,0.005375,0.0064,0.0004,0.0051,0.000669887,-2.90681994,-2.931893577,-2.076687983,-0.830131956,-0.024938
615,197803,1.111492553,0.0629,0.0847,0.0922,0.0831,0.027571178,0.005241667,0.007949126,-0.0021,0.0042,0.000622855,-2.922377223,-2.897751865,-2.100397171,-0.821980052,0.024356
616,197804,1.005350404,0.0629,0.0856,0.0932,0.0838,0.022947412,0.005241667,0.007886435,-0.0005,-0.0023,0.001741161,-2.996730396,-2.914766674,-2.172945649,-0.823784747,0.087593
617,197805,1.001415639,0.0641,0.0869,0.0949,0.0852,0.016560719,0.005341667,0.009389671,-0.0058,-0.0108,0.001085059,-2.993404668,-2.989179382,-2.167834524,-0.825570144,0.004436
618,197806,1.027901581,0.0673,0.0876,0.096,0.0865,0.016524095,0.005608333,0.010852713,-0.0062,0.0023,0.001027411,-2.968166392,-2.985908208,-2.140851566,-0.827314827,-0.018953
619,197807,0.976260336,0.0701,0.0888,0.096,0.0858,0.014671944,0.005841667,0.007668712,0.0143,0.0101,0.00084993,-3.013232547,-2.960725711,-2.183319909,-0.829912638,0.055121
620,197808,0.960060218,0.0708,0.0869,0.0948,0.0843,0.012025347,0.0059,0.00456621,0.0218,0.0257,0.001002245,-3.031442224,-3.005848828,-2.198965854,-0.832476369,0.025563
621,197809,0.972257513,0.0785,0.0869,0.0942,0.086,0.012727143,0.006541667,0.007575758,-0.0106,-0.0048,0.000948015,-3.016823033,-3.024110632,-2.181837425,-0.834985608,-0.007483
622,197810,1.062275222,0.0799,0.0889,0.0959,0.0889,0.014377004,0.006658333,0.009022556,-0.02,-0.0205,0.002100022,-2.917465948,-3.013507817,-2.064138936,-0.853327011,-0.092269
623,197811,1.053527402,0.0864,0.0903,0.0983,0.0877,0.014115014,0.0072,0.004470939,0.0189,0.0134,0.003180904,-2.930666568,-2.914163665,-2.059436024,-0.871230544,0.0174
624,197812,1.045701296,0.0908,0.0916,0.0994,0.0898,0.014875826,0.007566667,0.004451039,-0.013,-0.0133,0.001665671,-2.942152551,-2.927373183,-2.053458052,-0.8886945,0.014264
625,197901,1.003074283,0.0935,0.0925,0.1013,0.0886,0.014450993,0.007791667,0.008862629,0.0191,0.0184,0.001001125,-2.972619085,-2.933642513,-2.06655189,-0.906067195,0.040161
626,197902,1.040775451,0.0932,0.0926,0.1008,0.0908,0.012293422,0.007766667,0.011713031,-0.0135,-0.0128,0.000814059,-2.926969591,-2.964178919,-2.004105171,-0.922864419,-0.036958
627,197903,1.033078939,0.0948,0.0937,0.1026,0.0902,0.011732195,0.0079,0.010130246,0.0129,0.0106,0.000800771,-2.97228648,-2.918601987,-2.03318107,-0.93910541,0.054825
628,197904,1.041876243,0.0946,0.0938,0.1033,0.0922,0.011631279,0.007883333,0.011461318,-0.0112,-0.0052,0.000646829,-2.96502351,-2.963351515,-2.01795159,-0.94707192,0.002218
629,197905,1.083141804,0.0961,0.095,0.1047,0.0903,0.014245848,0.008008333,0.012747875,0.0261,0.0228,0.000924233,-2.929480067,-2.956169562,-1.974648809,-0.954831258,-0.026303
630,197906,1.057863607,0.0906,0.0929,0.1038,0.0877,0.01212873,0.00755,0.011188811,0.0311,0.0269,0.000571458,-2.958629167,-2.920701952,-1.996227083,-0.962402084,0.037792
631,197907,1.052314454,0.0924,0.092,0.1029,0.0895,0.009738042,0.0077,0.011065007,-0.0085,-0.0031,0.000707685,-2.956780209,-2.948072723,-1.989552762,-0.967227447,0.009737
632,197908,1.003458648,0.0952,0.0923,0.1035,0.0907,0.011604751,0.007933333,0.009575923,-0.0035,0.0006,0.000506456,-2.99805293,-2.946335874,-2.02612797,-0.97192496,0.053222
633,197909,1.013794987,0.1026,0.0944,0.1054,0.0927,0.009439189,0.00855,0.010840108,-0.0122,-0.0179,0.001233085,-2.987714738,-2.987714738,-2.011205146,-0.976509592,-0.000872
634,197910,1.091945568,0.117,0.1013,0.114,0.1034,0.010247461,0.00975,0.008042895,-0.0841,-0.089,0.00258934,-2.90820754,-2.979280353,-1.934903376,-0.973304164,-0.068517
635,197911,1.083115462,0.1179,0.1076,0.1199,0.1009,0.010814534,0.009825,0.009308511,0.0311,0.0222,0.001558374,-2.941586326,-2.899845485,-1.971449225,-0.970137101,0.04357
636,197912,1.061950068,0.1204,0.1074,0.1206,0.1012,0.010549114,0.010033333,0.010540184,0.0057,-0.0108,0.000469655,-2.949919972,-2.933291845,-1.982902478,-0.967017494,0.015892
637,198001,1.016954958,0.12,0.1109,0.1242,0.1114,0.011297574,0.01,0.014341591,-0.0741,-0.0645,0.001906401,-2.997134798,-2.941109342,-2.029330796,-0.967804002,0.058935
638,198002,1.03192993,0.1286,0.1238,0.1357,0.1186,0.010827221,0.010716667,0.014138817,-0.0467,-0.0665,0.001897609,-2.984011681,-2.988401118,-2.015428849,-0.968582832,-0.005574
639,198003,1.093732103,0.152,0.1296,0.1445,0.1239,0.011876991,0.012666667,0.015209125,-0.0315,-0.0062,0.004621871,-2.86799686,-2.975353618,-1.898655757,-0.969341102,-0.100096
640,198004,1.05181994,0.132,0.1204,0.1419,0.1076,0.015347136,0.011,0.011235955,0.1523,0.1376,0.002745574,-2.900298939,-2.859982509,-1.946633903,-0.953665036,0.039877
641,198005,1.010048775,0.0858,0.1099,0.1317,0.1037,0.015051482,0.00715,0.009876543,0.0419,0.056,0.001509752,-2.937868826,-2.892350005,-1.999866955,-0.938001872,0.046651
642,198006,0.990183427,0.0707,0.1058,0.1271,0.1006,0.01530442,0.005891667,0.011002445,0.0359,0.0341,0.001371067,-2.956592365,-2.929980896,-2.034259319,-0.922333046,0.026895
643,198007,0.918829919,0.0806,0.1107,0.1265,0.1074,0.02015374,0.006716667,0,-0.0476,-0.0429,0.001362829,-3.012335193,-2.949324229,-2.103986224,-0.908348969,0.06563
644,198008,0.921519639,0.0913,0.1164,0.1315,0.114,0.019950114,0.007608333,0.007255139,-0.0432,-0.0445,0.001708132,-3.010936339,-3.005117842,-2.116566071,-0.894370267,0.00603
645,198009,0.921687651,0.1027,0.1202,0.137,0.1185,0.023796324,0.008558333,0.008403361,-0.0262,-0.0237,0.002657407,-3.028628378,-3.003772353,-2.148229474,-0.880398903,0.025155
646,198010,0.929593614,0.1162,0.1231,0.1423,0.1231,0.02276963,0.009683333,0.00952381,-0.0263,-0.0159,0.002190636,-3.039592272,-3.023698211,-2.160033549,-0.879558723,0.014742
647,198011,0.865161979,0.1373,0.1297,0.1464,0.123,0.021949572,0.011441667,0.008254717,0.01,0.0017,0.002419092,-3.132155077,-3.034686293,-2.253429008,-0.878726069,0.103015
648,198012,0.891503024,0.1549,0.1321,0.1514,0.1199,0.026816981,0.012908333,0.009356725,0.0352,0.0248,0.002951487,-3.092811843,-3.12727305,-2.214911001,-0.877900842,-0.033006
649,198101,0.907238696,0.1502,0.1281,0.1503,0.1211,0.028695632,0.012516667,0.00811124,-0.0115,-0.013,0.00159744,-3.039517615,-3.086339329,-2.17350202,-0.866015595,-0.045036
650,198102,0.881815757,0.1479,0.1335,0.1537,0.1283,0.03000946,0.012325,0.010344828,-0.0435,-0.0269,0.001530896,-3.046276088,-3.033086725,-2.192133574,-0.854142514,0.013492
651,198103,0.924920557,0.1336,0.1333,0.1534,0.1248,0.02793997,0.011133333,0.006825939,0.0384,0.0311,0.002075959,-3.075284905,-3.03988629,-2.233004159,-0.842280746,0.035426
652,198104,0.930593836,0.1369,0.1388,0.1556,0.1332,0.027352309,0.011408333,0.006779661,-0.0518,-0.0769,0.000832009,-3.045727365,-3.069462715,-2.199488262,-0.846239102,-0.021967
653,198105,0.936223847,0.163,0.1432,0.1595,0.1265,0.028844657,0.013583333,0.007856341,0.0622,0.0595,0.000921693,-3.038282575,-3.039940451,-2.188137848,-0.850144728,-0.001124
654,198106,0.950474982,0.1473,0.1375,0.158,0.1304,0.027893345,0.012275,0.008908686,-0.0179,0.0023,0.000995536,-3.022064825,-3.032527392,-2.168082447,-0.853982377,-0.01118
655,198107,0.974966924,0.1495,0.1438,0.1617,0.137,0.025590161,0.012458333,0.011037528,-0.0353,-0.0372,0.001102994,-3.013094161,-3.015306804,-2.160110273,-0.852983888,-0.000946
656,198108,1.053354056,0.1551,0.1489,0.1634,0.1445,0.026991349,0.012925,0.007641921,-0.0386,-0.0345,0.001824936,-2.94226909,-3.00637996,-2.09027944,-0.85198965,-0.063659
657,198109,1.092378644,0.147,0.1549,0.1692,0.1482,0.021483492,0.01225,0.009750813,-0.0145,-0.0199,0.002761243,-2.880266337,-2.935601203,-2.029250593,-0.851015743,-0.0535
658,198110,1.089085684,0.1354,0.154,0.1711,0.1384,0.01489698,0.011283333,0.002145923,0.0829,0.0521,0.00207827,-2.922636147,-2.87465786,-2.07526617,-0.847369976,0.048694
659,198111,1.044455443,0.1086,0.1422,0.1639,0.122,0.015672802,0.00905,0.003211991,0.141,0.1267,0.001504011,-2.952997302,-2.917060467,-2.109244141,-0.843753161,0.035918
660,198112,1.061142857,0.1085,0.1423,0.1655,0.1334,0.011909269,0.009041667,0.003201708,-0.0713,-0.058,0.000905838,-2.916914306,-2.94745103,-2.076752382,-0.840161924,-0.029745
661,198201,1.065893698,0.1228,0.1518,0.171,0.1415,0.010700483,0.010233333,0.003191489,0.0046,-0.0129,0.002521891,-2.894700048,-2.912399625,-2.071058176,-0.823641872,-0.016874
662,198202,1.126287315,0.1348,0.1527,0.1718,0.1402,0.010506198,0.011233333,0.003181336,0.0182,0.0312,0.001918265,-2.827746922,-2.890205659,-2.020757362,-0.806989561,-0.059588
663,198203,1.185750574,0.1268,0.1458,0.1682,0.1387,0.005548476,0.010566667,-0.001057082,0.0231,0.0306,0.001795198,-2.81305351,-2.823272642,-2.022839036,-0.790214474,-0.010463
664,198204,1.149983498,0.127,0.1446,0.1678,0.1348,0.00292377,0.010583333,0.004232804,0.0373,0.0338,0.001246807,-2.847833614,-2.80859916,-2.076580643,-0.771252971,0.040063
665,198205,1.190423896,0.1209,0.1426,0.1664,0.1358,-0.000957897,0.010075,0.009483667,0.0034,0.0245,0.000854807,-2.803449766,-2.843399017,-2.051359057,-0.752090709,-0.039834
666,198206,1.201581417,0.1247,0.1481,0.1692,0.1412,0.001213212,0.010391667,0.012526096,-0.0223,-0.0468,0.001490294,-2.778536491,-2.799034748,-2.045801558,-0.732734934,-0.018934
667,198207,1.206529805,0.1135,0.1461,0.168,0.1352,-0.011551406,0.009458333,0.005154639,0.0501,0.054,0.000958581,-2.75332198,-2.776580989,-2.036993678,-0.716328302,-0.022058
668,198208,1.082424471,0.0868,0.1371,0.1632,0.1254,-0.002857399,0.007233333,0.002051282,0.0781,0.0837,0.006415949,-2.861099279,-2.751368831,-2.161394421,-0.699704858,0.116647
669,198209,1.088535565,0.0792,0.1294,0.1563,0.1183,0.000550245,0.0066,0.002047083,0.0618,0.0623,0.00213126,-2.86673698,-2.859151398,-2.18386135,-0.68287563,0.007717
670,198210,0.983745412,0.0771,0.1212,0.1473,0.1112,0.006557636,0.006425,0.003064351,0.0634,0.0759,0.006125979,-2.970451374,-2.865763731,-2.311426698,-0.659024677,0.111235
671,198211,0.938726811,0.0807,0.1168,0.143,0.1125,0.00095762,0.006725,-0.00203666,-0.0002,0.0201,0.005491651,-3.004966346,-2.969480529,-2.370318163,-0.634648183,0.037554
672,198212,0.932214727,0.0794,0.1183,0.1414,0.1095,0.002989272,0.006616667,-0.004081633,0.0312,0.0108,0.002490242,-3.019039328,-3.003994986,-2.409337045,-0.609702282,0.014676
673,198301,0.906944315,0.0786,0.1179,0.1394,0.1113,0.002194159,0.00655,0.00204918,-0.0309,-0.0094,0.003280872,-3.049698024,-3.017100887,-2.447750112,-0.601947912,0.033317
674,198302,0.876849239,0.0811,0.1201,0.1395,0.106,0.000355416,0.006758333,0.001022495,0.0492,0.0428,0.001911616,-3.066578911,-3.047761884,-2.472425096,-0.594153814,0.018539
675,198303,0.780067786,0.0835,0.1173,0.1361,0.1083,0.005992827,0.006958333,0,-0.0094,0.0072,0.001571824,-3.097206812,-3.064647959,-2.510868373,-0.586338439,0.032459
676,198304,0.71888762,0.0821,0.1151,0.1329,0.1051,0.006625948,0.006841667,0.007150153,0.035,0.0548,0.001423778,-3.16800836,-3.09576068,-2.578561225,-0.589447135,0.074655
677,198305,0.734595577,0.0819,0.1146,0.1309,0.1112,0.010428324,0.006825,0.006085193,-0.0386,-0.0324,0.001084624,-3.154141036,-3.166564317,-2.561611747,-0.592529289,-0.0121
678,198306,0.721382042,0.0879,0.1174,0.1337,0.1119,0.015826373,0.007325,0.003024194,0.0039,-0.0046,0.001399148,-3.187316753,-3.152699075,-2.591715679,-0.595601074,0.033719
679,198307,0.735061123,0.0908,0.1215,0.1339,0.1198,0.025380282,0.007566667,0.004020101,-0.0486,-0.0455,0.002292858,-3.15086769,-3.184439053,-2.539518229,-0.611349462,-0.032321
680,198308,0.724822392,0.0934,0.1251,0.1364,0.121,0.01947528,0.007783333,0.003003003,0.002,0.0051,0.001369031,-3.159253566,-3.147998248,-2.532495711,-0.626757855,0.009484
681,198309,0.714847583,0.09,0.1237,0.1355,0.1157,0.023143008,0.0075,0.00499002,0.0505,0.0392,0.001057274,-3.166499237,-3.156392334,-2.524645351,-0.641853886,0.010885
682,198310,0.719474372,0.0864,0.1225,0.1346,0.1188,0.024708146,0.0072,0.002979146,-0.0132,-0.0025,0.001115354,-3.146932048,-3.16222268,-2.491226794,-0.655705254,-0.014695
683,198311,0.690819893,0.0876,0.1241,0.1361,0.1176,0.026601706,0.0073,0.001980198,0.0183,0.0142,0.000836286,-3.159949477,-3.142673702,-2.490690169,-0.669259308,0.017363
684,198312,0.700359118,0.09,0.1257,0.1375,0.1197,0.027021577,0.0075,0.000988142,-0.0059,-0.0033,0.000528107,-3.146835801,-3.155709188,-2.464323247,-0.682512554,-0.008699
685,198401,0.722197644,0.089,0.122,0.1365,0.118,0.030699845,0.007416667,0.005923001,0.0244,0.027,0.000794619,-3.133354655,-3.142613416,-2.426260247,-0.707094408,-0.005657
686,198402,0.763448031,0.0909,0.1208,0.1359,0.1217,0.026663986,0.007575,0.004906771,-0.0178,-0.0172,0.002019467,-3.089515541,-3.129150023,-2.358628033,-0.730887509,-0.039505
687,198403,0.762475427,0.0952,0.1257,0.1399,0.1253,0.024067786,0.007933333,0.001953125,-0.0156,-0.0235,0.001354587,-3.098736254,-3.085328515,-2.344800612,-0.753935643,0.013714
688,198404,0.758658979,0.0969,0.1281,0.1431,0.1284,0.022645296,0.008075,0.004873294,-0.0105,-0.0073,0.00103554,-3.098170201,-3.092719572,-2.329928357,-0.768241844,0.005229
689,198405,0.803910033,0.0983,0.1328,0.1474,0.1381,0.021475198,0.008191667,0.002909796,-0.0516,-0.0483,0.000933049,-3.030997115,-3.092188127,-2.248812974,-0.782184141,-0.059544
690,198406,0.784351819,0.0987,0.1355,0.1505,0.1374,0.001264666,0.008225,0.002901354,0.015,0.0199,0.001675744,-3.042370427,-3.025051981,-2.246602458,-0.795767968,0.018709
691,198407,0.796391937,0.1012,0.1344,0.1515,0.1293,-0.001902582,0.008433333,0.003857281,0.0693,0.0586,0.000865665,-3.022595932,-3.03918399,-2.222634293,-0.799961639,-0.015641
692,198408,0.72542838,0.1047,0.1287,0.1463,0.127,-0.003137886,0.008725,0.003842459,0.0266,0.0307,0.003126833,-3.120468422,-3.019418258,-2.316358417,-0.804110005,0.105753
693,198409,0.736050915,0.1037,0.1266,0.1435,0.1235,-0.009492706,0.008641667,0.004784689,0.0342,0.0314,0.000943208,-3.113816378,-3.117302168,-2.305599868,-0.80821651,-0.003292
694,198410,0.735642466,0.0974,0.1263,0.1394,0.1173,-0.013528759,0.008116667,0.002857143,0.0561,0.0572,0.001291861,-3.107003951,-3.107064158,-2.303928641,-0.803075311,0.000216
695,198411,0.747051996,0.0861,0.1229,0.1348,0.1169,-0.021877368,0.007175,0,0.0118,0.0212,0.001020283,-3.085069375,-3.100297018,-2.287098588,-0.797970787,-0.01495
696,198412,0.733098376,0.0806,0.1213,0.134,0.117,-0.02719701,0.006716667,0,0.0091,0.0128,0.001190055,-3.100534865,-3.078407125,-2.307620471,-0.792914394,0.021843
697,198501,0.690255446,0.0776,0.1208,0.1326,0.1127,-0.02990547,0.006466667,0.001899335,0.0364,0.0325,0.001635854,-3.166266315,-3.094797041,-2.384108326,-0.782157989,0.074737
698,198502,0.691739161,0.0827,0.1213,0.1323,0.1209,-0.024519812,0.006891667,0.004739336,-0.0493,-0.0373,0.000745303,-3.169206938,-3.160559913,-2.397805316,-0.771401622,0.008886
699,198503,0.723645779,0.0852,0.1256,0.1369,0.1181,-0.024816357,0.0071,0.003773585,0.0307,0.0179,0.000802261,-3.160604828,-3.163534221,-2.399945419,-0.760659409,-0.00398
700,198504,0.72866159,0.0795,0.1223,0.1351,0.1162,-0.022412727,0.006625,0.004699248,0.0242,0.0296,0.000459898,-3.1525243,-3.157129152,-2.411331068,-0.741193232,-0.005413
