date,NFCP_M1
20090310,
20090311,0.29
20090312,0.28
20090313,0.2
20090316,0.26
20090317,0.23
20090318,0.19
20090319,0.26
20090320,0.21
20090323,0.23
20090324,0.16
20090325,0.2
20090326,0.17
20090327,0.18
20090330,0.2
20090331,0.14
