  PERMNO        date           amzn        vwretd        ewretd        sprtrn
   84788    20101109      -0.010001     -0.008480     -0.009232     -0.008052
   84788    20101110       0.017971      0.005429      0.005925      0.004376
   84788    20101111      -0.017077     -0.003620     -0.004410     -0.004242
   84788    20101112      -0.027528     -0.013378     -0.012531     -0.011808
   84788    20101115      -0.040922     -0.001330     -0.001310     -0.001217
   84788    20101116      -0.007048     -0.016840     -0.016710     -0.016205
   84788    20101117       0.003613      0.001620      0.002860      0.000212
   84788    20101118       0.036754      0.015549      0.012539      0.015357
   84788    20101119       0.003959      0.003735      0.003861      0.002540
   84788    20101122       0.033794     -0.000276      0.001011     -0.001575
   84788    20101123      -0.012853     -0.014125     -0.010221     -0.014284
   84788    20101124       0.053805      0.015663      0.014312      0.014923
   84788    20101126       0.001410     -0.006875     -0.002554     -0.007469
   84788    20101129       0.011211     -0.000913     -0.000616     -0.001379
   84788    20101130      -0.022787     -0.005785     -0.005344     -0.006070
   84788    20101201       0.006556      0.020809      0.013234      0.021617
   84788    20101202      -0.000113      0.012215      0.008935      0.012818
   84788    20101203      -0.004815      0.003956      0.005105      0.002603
   84788    20101206       0.013490      0.000025      0.002990     -0.001298
   84788    20101207      -0.007189      0.000186      0.000215      0.000515
   84788    20101208      -0.002715      0.001545     -0.001006      0.003702
   84788    20101209      -0.008168      0.003571      0.003490      0.003843
   84788    20101210       0.004404      0.006422      0.006814      0.006002
   84788    20101213      -0.007801      0.000189     -0.001501      0.000048
   84788    20101214      -0.001779      0.000280     -0.001453      0.000911
   84788    20101215       0.009371     -0.005251     -0.004134     -0.005122
   84788    20101216       0.014068      0.005847      0.007882      0.006185
   84788    20101217      -0.002584      0.001558      0.003671      0.000837
   84788    20101220       0.032154      0.001819      0.000710      0.002548
   84788    20101221       0.007966      0.007182      0.008653      0.006030
   84788    20101222       0.000054      0.003138      0.003301      0.003380
   84788    20101223      -0.011745     -0.001189      0.000389     -0.001644
   84788    20101227      -0.002465      0.000674      0.003479      0.000613
   84788    20101228      -0.005765      0.000790     -0.000227      0.000771
   84788    20101229       0.012590      0.002732      0.004137      0.001009
   84788    20101230      -0.003381     -0.000804      0.001308     -0.001508
   84788    20101231      -0.015048     -0.000238      0.000871     -0.000191
   84788    20110103       0.023444      0.011205      0.012533      0.011315
   84788    20110104       0.004288     -0.003888     -0.006753     -0.001313
   84788    20110105       0.013026      0.005374      0.007944      0.005007
   84788    20110106      -0.008324     -0.002519     -0.001211     -0.002123
   84788    20110107      -0.001991     -0.001946     -0.002848     -0.001845
   84788    20110110      -0.004367     -0.000718      0.002287     -0.001376
   84788    20110111      -0.001841      0.005025      0.005963      0.003725
   84788    20110112      -0.001410      0.009020      0.008259      0.009008
   84788    20110113       0.007877     -0.001887     -0.000500     -0.001711
   84788    20110114       0.017356      0.006638      0.004736      0.007385
   84788    20110118       0.013245      0.002164      0.002518      0.001376
   84788    20110119      -0.022902     -0.012230     -0.016081     -0.010116
   84788    20110120      -0.026275     -0.003822     -0.007600     -0.001295
   84788    20110121      -0.024951      0.001269     -0.000137      0.002414
   84788    20110124      -0.003213      0.006285      0.006046      0.005836
   84788    20110125      -0.000848     -0.000435     -0.001076      0.000263
   84788    20110126      -0.007414      0.007330      0.011708      0.004221
   84788    20110127       0.051656      0.002122      0.001653      0.002244
   84788    20110128      -0.072160     -0.017212     -0.017784     -0.017852
   84788    20110131      -0.008765      0.007620      0.005212      0.007663
   84788    20110201       0.014560      0.017011      0.014753      0.016694
   84788    20110202       0.008251     -0.002218     -0.000556     -0.002723
   84788    20110203       0.001037      0.002926      0.001939      0.002354
   84788    20110204       0.012780      0.002168      0.001326      0.002884
   84788    20110207       0.002842      0.006122      0.006745      0.006240
   84788    20110208       0.037579      0.004562      0.003895      0.004185
   84788    20110209       0.012236     -0.003430     -0.003610     -0.002786
   84788    20110210       0.004911      0.001331      0.000472      0.000750
   84788    20110211       0.016326      0.006107      0.006629      0.005507
   84788    20110214       0.006182      0.003390      0.003197      0.002385
   84788    20110215      -0.007300     -0.003185     -0.003015     -0.003235
   84788    20110216      -0.012749      0.007512      0.006352      0.006257
   84788    20110217       0.006109      0.003948      0.005617      0.003076
   84788    20110218      -0.006711      0.001227      0.001088      0.001925
   84788    20110222      -0.032601     -0.021038     -0.020645     -0.020529
   84788    20110223      -0.020729     -0.006545     -0.008481     -0.006112
   84788    20110224       0.006056     -0.000131      0.002655     -0.000994
   84788    20110225      -0.002869      0.012918      0.015057      0.010550
   84788    20110228      -0.022286      0.005333      0.002853      0.005561
   84788    20110301      -0.022217     -0.014888     -0.011157     -0.015740
   84788    20110302       0.015227      0.002830      0.002967      0.001615
   84788    20110303       0.004476      0.016072      0.013356      0.017219
   84788    20110304      -0.006482     -0.005889     -0.003337     -0.007378
   84788    20110307      -0.015087     -0.009398     -0.009718     -0.008341
   84788    20110308      -0.012952      0.008078      0.008947      0.008923
   84788    20110309       0.012943     -0.002433     -0.003092     -0.001362
   84788    20110310      -0.017214     -0.019773     -0.019528     -0.018871
   84788    20110311       0.011617      0.006950      0.002937      0.007080
   84788    20110314      -0.007973     -0.005471     -0.006664     -0.006049
   84788    20110315      -0.009896     -0.011143     -0.010769     -0.011200
   84788    20110316      -0.002302     -0.016629     -0.010119     -0.019495
   84788    20110317      -0.022647      0.012207      0.007240      0.013398
   84788    20110318       0.005281      0.004853      0.008049      0.004302
   84788    20110321       0.016716      0.016431      0.015753      0.014994
   84788    20110322      -0.011700     -0.003235     -0.001224     -0.003551
   84788    20110323       0.016728      0.002867      0.002902      0.002914
   84788    20110324       0.034962      0.008540      0.005814      0.009341
   84788    20110325      -0.000701      0.003130      0.003927      0.003161
   84788    20110328      -0.009533     -0.003324     -0.001773     -0.002748
   84788    20110329       0.031119      0.007158      0.005552      0.007060
   84788    20110330       0.027488      0.008221      0.007886      0.006685
   84788    20110331       0.003957     -0.000603      0.002407     -0.001829
   84788    20110401       0.000000      0.005456      0.003529      0.004963
   84788    20110404       0.015600      0.001162      0.000958      0.000345
   84788    20110405       0.012846      0.001331      0.001920     -0.000180
   84788    20110406      -0.013654      0.001737      0.002638      0.002184
   84788    20110407       0.011764     -0.002255     -0.002513     -0.001520
   84788    20110408      -0.001082     -0.003388     -0.004745     -0.004004
   84788    20110411      -0.003627     -0.004720     -0.006491     -0.002793
   84788    20110412      -0.019344     -0.009236     -0.010338     -0.007777
   84788    20110413       0.010029      0.001303      0.001645      0.000190
   84788    20110414      -0.002578      0.000539      0.002637      0.000084
   84788    20110415      -0.009955      0.003963      0.004948      0.003925
   84788    20110418      -0.009277     -0.011611     -0.011485     -0.011018
   84788    20110419       0.002692      0.005720      0.003512      0.005731
   84788    20110420       0.028241      0.014266      0.012661      0.013515
   84788    20110421       0.010986      0.005868      0.004946      0.005277
   84788    20110425      -0.002528     -0.001841     -0.000562     -0.001593
   84788    20110426      -0.016827      0.008147      0.005423      0.008980
   84788    20110427       0.078607      0.006160      0.005247      0.006250
   84788    20110428      -0.007934      0.002940      0.001926      0.003555
   84788    20110429       0.003793      0.003121      0.003668      0.002301
   84788    20110502       0.027476     -0.003566     -0.006003     -0.001753
   84788    20110503      -0.013619     -0.006643     -0.009097     -0.003379
   84788    20110504       0.007659     -0.007961     -0.008801     -0.006855
   84788    20110505      -0.014302     -0.009446     -0.006183     -0.009070
   84788    20110506       0.002486      0.004605      0.004575      0.003820
   84788    20110509       0.016194      0.006144      0.006964      0.004544
   84788    20110510       0.015637      0.008469      0.009877      0.008074
   84788    20110511       0.002158     -0.012234     -0.011619     -0.011111
   84788    20110512       0.008269      0.004028      0.004319      0.004895
   84788    20110513      -0.017033     -0.008902     -0.009009     -0.008067
   84788    20110516      -0.049615     -0.006952     -0.010372     -0.006204
   84788    20110517       0.011947     -0.000633     -0.004038     -0.000369
   84788    20110518       0.011704      0.010736      0.010977      0.008804
   84788    20110519       0.008702      0.002341      0.000843      0.002178
   84788    20110520      -0.000780     -0.006785     -0.004414     -0.007688
   84788    20110523      -0.012233     -0.012998     -0.013172     -0.011926
   84788    20110524      -0.015034     -0.000394     -0.001002     -0.000827
   84788    20110525      -0.005226      0.005075      0.005819      0.003183
   84788    20110526       0.014252      0.005325      0.007791      0.003953
   84788    20110527      -0.004462      0.005110      0.006103      0.004081
   84788    20110531       0.013187      0.010286      0.009375      0.010593
   84788    20110601      -0.021836     -0.023067     -0.019626     -0.022785
   84788    20110602       0.006523     -0.000633     -0.000076     -0.001225
   84788    20110603      -0.027524     -0.009286     -0.009502     -0.009734
   84788    20110606      -0.013966     -0.012446     -0.013344     -0.010760
   84788    20110607       0.010017      0.000282      0.001428     -0.000956
   84788    20110608       0.002666     -0.005968     -0.010672     -0.004187
   84788    20110609       0.008668      0.007448      0.005505      0.007378
   84788    20110610      -0.016607     -0.014080     -0.011776     -0.013980
   84788    20110613      -0.001287     -0.000903     -0.005617      0.000669
   84788    20110614       0.019701      0.013861      0.014384      0.012612
   84788    20110615      -0.020952     -0.017293     -0.014059     -0.017432
   84788    20110616      -0.012528     -0.000108     -0.000800      0.001754
   84788    20110617       0.014811      0.002163      0.001297      0.003045
   84788    20110620       0.007244      0.005342      0.002474      0.005395
   84788    20110621       0.034679      0.015891      0.016179      0.013423
   84788    20110622      -0.013386     -0.005474     -0.003055     -0.006468
   84788    20110623       0.013203     -0.002584     -0.000871     -0.002828
   84788    20110624      -0.008292     -0.010561     -0.002417     -0.011726
   84788    20110627       0.045183      0.008067      0.005460      0.009184
   84788    20110628       0.005466      0.013690      0.010609      0.012944
   84788    20110629       0.009044      0.008723      0.004950      0.008283
   84788    20110630       0.001518      0.009707      0.008397      0.010119
   84788    20110701       0.024451      0.013471      0.010064      0.014410
   84788    20110705       0.017662     -0.000018      0.000809     -0.001336
   84788    20110706       0.004691      0.001148      0.002874      0.001002
   84788    20110707       0.011905      0.010619      0.011712      0.010454
   84788    20110708       0.007105     -0.006328     -0.004797     -0.006961
   84788    20110711      -0.026251     -0.019338     -0.016317     -0.018090
   84788    20110712      -0.006210     -0.003806     -0.002238     -0.004434
   84788    20110713       0.010747      0.005001      0.007494      0.003106
   84788    20110714      -0.014614     -0.008041     -0.009534     -0.006716
   84788    20110715       0.011836      0.006174      0.004226      0.005554
   84788    20110718      -0.006295     -0.009471     -0.011054     -0.008130
   84788    20110719       0.030870      0.016157      0.013523      0.016309
   84788    20110720      -0.011511      0.000056      0.000967     -0.000671
   84788    20110721      -0.010856      0.012251      0.008889      0.013546
   84788    20110722       0.015525      0.001438      0.001586      0.000908
   84788    20110725      -0.013994     -0.006273     -0.007887     -0.005643
   84788    20110726       0.003232     -0.004537     -0.004068     -0.004105
   84788    20110727       0.038930     -0.021640     -0.021094     -0.020309
   84788    20110728       0.006211     -0.002926     -0.001403     -0.003234
   84788    20110729      -0.006163     -0.005606     -0.003052     -0.006451
   84788    20110801      -0.005393     -0.003610     -0.000879     -0.004132
   84788    20110802      -0.043467     -0.025643     -0.021078     -0.025557
   84788    20110803      -0.008219      0.004954      0.002260      0.005016
   84788    20110804      -0.040389     -0.050349     -0.047411     -0.047820
   84788    20110805       0.006055     -0.004785     -0.012547     -0.000575
   84788    20110808      -0.044401     -0.068664     -0.072385     -0.066634
   84788    20110809       0.058802      0.051214      0.047193      0.047407
   84788    20110810      -0.053440     -0.038550     -0.029835     -0.044152
   84788    20110811       0.021790      0.045247      0.037437      0.046290
   84788    20110812       0.019863      0.004764      0.004185      0.005262
   84788    20110815       0.003213      0.022829      0.023020      0.021785
   84788    20110816      -0.025967     -0.010894     -0.012918     -0.009739
   84788    20110817      -0.008853      0.000845      0.000679      0.000947
   84788    20110818      -0.068443     -0.045310     -0.041324     -0.044594
   84788    20110819      -0.019669     -0.015358     -0.012201     -0.015009
   84788    20110822      -0.007768      0.000037     -0.002608      0.000258
   84788    20110823       0.090177      0.033737      0.029031      0.034285
   84788    20110824       0.000930      0.011553      0.008018      0.013120
   84788    20110825      -0.008775     -0.015903     -0.015381     -0.015566
   84788    20110826       0.037702      0.016437      0.015544      0.015122
   84788    20110829       0.036433      0.029617      0.031522      0.028280
   84788    20110830       0.021256      0.003760      0.004724      0.002347
   84788    20110831       0.020434      0.005091      0.003022      0.004922
   84788    20110901      -0.012498     -0.012121     -0.013773     -0.011871
   84788    20110902      -0.011951     -0.024626     -0.022464     -0.025282
   84788    20110906       0.029429     -0.008132     -0.008986     -0.007436
   84788    20110907       0.017208      0.029134      0.027153      0.028646
   84788    20110908      -0.012005     -0.010869     -0.012275     -0.010612
   84788    20110909      -0.027018     -0.026578     -0.021056     -0.026705
   84788    20110912       0.024457      0.004140     -0.000416      0.006966
   84788    20110913       0.013714      0.010801      0.011949      0.009120
   84788    20110914       0.013848      0.012782      0.011742      0.013480
   84788    20110915       0.018915      0.015462      0.008819      0.017187
   84788    20110916       0.055208      0.003563      0.001512      0.005707
   84788    20110919       0.009987     -0.010934     -0.014296     -0.009803
   84788    20110920      -0.034921     -0.004104     -0.009079     -0.001661
   84788    20110921      -0.005916     -0.029425     -0.024666     -0.029390
   84788    20110922      -0.037262     -0.034393     -0.032856     -0.031883
   84788    20110923       0.001702      0.005756      0.007256      0.006082
   84788    20110926       0.027906      0.021584      0.009890      0.023336
   84788    20110927      -0.024538      0.012842      0.015760      0.010688
   84788    20110928       0.024531     -0.023685     -0.025352     -0.020691
   84788    20110929      -0.031649      0.008220      0.006639      0.008114
   84788    20110930      -0.027918     -0.024625     -0.018836     -0.024974
   84788    20111003      -0.019655     -0.031919     -0.041273     -0.028451
   84788    20111004       0.002453      0.023616      0.027309      0.022488
   84788    20111005       0.032932      0.019649      0.017119      0.017866
   84788    20111006       0.009166      0.020555      0.020344      0.018304
   84788    20111007       0.014582     -0.010923     -0.013551     -0.008163
   84788    20111010       0.029278      0.034255      0.029485      0.034125
   84788    20111011       0.017984      0.001062      0.005101      0.000544
   84788    20111012       0.005648      0.011796      0.015322      0.009795
   84788    20111013      -0.002787     -0.002945     -0.000734     -0.002974
   84788    20111014       0.044717      0.017728      0.014655      0.017380
   84788    20111017      -0.017754     -0.020840     -0.020291     -0.019370
   84788    20111018       0.006396      0.020778      0.018461      0.020419
   84788    20111019      -0.050640     -0.014157     -0.012744     -0.012649
   84788    20111020       0.008984      0.003883      0.000394      0.004554
   84788    20111021       0.005008      0.019254      0.016331      0.018809
   84788    20111024       0.012054      0.016758      0.021869      0.012873
   84788    20111025      -0.044022     -0.019816     -0.017915     -0.020045
   84788    20111026      -0.126568      0.011501      0.013134      0.010537
   84788    20111027       0.042238      0.036207      0.036277      0.034291
   84788    20111028       0.050972      0.000257      0.000381      0.000389
   84788    20111031      -0.017532     -0.024638     -0.019053     -0.024738
   84788    20111101      -0.006580     -0.028596     -0.025533     -0.027942
   84788    20111102       0.016572      0.017069      0.017888      0.016105
   84788    20111103       0.012383      0.019190      0.015892      0.018782
   84788    20111104      -0.008292     -0.005560     -0.004275     -0.006280
   84788    20111107       0.002402      0.004913      0.000138      0.006296
   84788    20111108       0.004562      0.011209      0.010416      0.011736
   84788    20111109      -0.031056     -0.037840     -0.033587     -0.036695
   84788    20111110      -0.002036      0.007420      0.004584      0.008616
   84788    20111111       0.031311      0.019767      0.016413      0.019489
   84788    20111114       0.007084     -0.009370     -0.011208     -0.009550
   84788    20111115      -0.005024      0.004531      0.005085      0.004817
   84788    20111116      -0.026810     -0.015089     -0.010399     -0.016616
   84788    20111117      -0.035238     -0.017203     -0.013523     -0.016800
   84788    20111118      -0.036085     -0.000294      0.000960     -0.000395
   84788    20111121      -0.040022     -0.018647     -0.019135     -0.018648
   84788    20111122       0.016328     -0.003934     -0.004842     -0.004141
   84788    20111123      -0.017417     -0.023237     -0.022580     -0.022095
   84788    20111125      -0.034875     -0.003630     -0.004910     -0.002686
   84788    20111128       0.064425      0.030509      0.027928      0.029240
   84788    20111129      -0.029668      0.002265     -0.002146      0.002214
   84788    20111130       0.020702      0.043878      0.038155      0.043315
   84788    20111201       0.025170     -0.002276     -0.003635     -0.001909
   84788    20111202      -0.005580      0.000098      0.004885     -0.000241
   84788    20111205       0.001071      0.010289      0.009664      0.010287
   84788    20111206      -0.021657      0.000388     -0.000491      0.001106
   84788    20111207       0.017345      0.001910      0.000724      0.002018
   84788    20111208      -0.024780     -0.022858     -0.022706     -0.021142
   84788    20111209       0.013387      0.017730      0.018907      0.016883
   84788    20111212      -0.018184     -0.015540     -0.013563     -0.014914
   84788    20111213      -0.047541     -0.011232     -0.012526     -0.008686
   84788    20111214      -0.001662     -0.012733     -0.009141     -0.011348
   84788    20111215       0.005826      0.003745      0.002503      0.003243
   84788    20111216       0.000000      0.004962      0.003603      0.003216
   84788    20111219      -0.010648     -0.012648     -0.014677     -0.011733
   84788    20111220       0.017788      0.030024      0.026932      0.029825
   84788    20111221      -0.044762      0.002021      0.001410      0.001950
   84788    20111222       0.026843      0.008910      0.008202      0.008266
   84788    20111223      -0.009775      0.007861      0.004194      0.009035
   84788    20111227      -0.005697      0.000019     -0.000984      0.000079
   84788    20111228      -0.013502     -0.013637     -0.013493     -0.012478
   84788    20111229      -0.000173      0.010773      0.008718      0.010707
   84788    20111230      -0.004371     -0.002580      0.002144     -0.004291
   84788    20120103       0.034258      0.016152      0.017012      0.015474
   84788    20120104      -0.008490     -0.000447     -0.001380      0.000188
   84788    20120105       0.000563      0.002928      0.004055      0.002944
   84788    20120106       0.028152     -0.002907     -0.000598     -0.002537
   84788    20120109      -0.022178      0.002815      0.004418      0.002262
   84788    20120110       0.004368      0.010420      0.011110      0.008886
   84788    20120111      -0.002453      0.000951      0.004571      0.000310
   84788    20120112      -0.016601      0.003046      0.005077      0.002337
   84788    20120113       0.014153     -0.005312     -0.005005     -0.004948
   84788    20120117       0.018159      0.003904      0.003767      0.003553
   84788    20120118       0.042827      0.012296      0.013701      0.011108
   84788    20120119       0.026446      0.005580      0.005448      0.004939
   84788    20120120      -0.018102      0.000881      0.003698      0.000669
   84788    20120123      -0.025350      0.001606      0.001857      0.000471
   84788    20120124       0.004890     -0.000804      0.003348     -0.001026
   84788    20120125       0.004278      0.009956      0.009547      0.008672
   84788    20120126       0.029372     -0.004907     -0.001075     -0.005746
   84788    20120127       0.010625      0.000698      0.006150     -0.001593
   84788    20120130      -0.016482     -0.003724     -0.004826     -0.002522
   84788    20120131       0.011918     -0.000076      0.001781     -0.000457
   84788    20120201      -0.077042      0.011173      0.013730      0.008900
   84788    20120202       0.012593      0.001838      0.004402      0.001095
   84788    20120203       0.032798      0.014664      0.014936      0.014605
   84788    20120206      -0.024190     -0.000989     -0.000431     -0.000424
   84788    20120207       0.005733      0.001391      0.001486      0.002023
   84788    20120208       0.007004      0.002189      0.003480      0.002160
   84788    20120209      -0.002696      0.001002      0.000374      0.001474
   84788    20120210       0.003027     -0.008383     -0.009773     -0.006886
   84788    20120213       0.032608      0.007439      0.009485      0.006800
   84788    20120214      -0.001514     -0.001546     -0.004058     -0.000940
   84788    20120215      -0.035703     -0.004223     -0.003162     -0.005383
   84788    20120216      -0.024611      0.012461      0.011497      0.011026
   84788    20120217       0.014283      0.001387      0.002727      0.002349
   84788    20120221      -0.001315      0.000152     -0.002241      0.000720
   84788    20120222      -0.009218     -0.003127     -0.004190     -0.003340
   84788    20120223      -0.009359      0.005699      0.008054      0.004272
   84788    20120224       0.001342      0.001495      0.000411      0.001672
   84788    20120227      -0.003350      0.000818     -0.000761      0.001355
   84788    20120228       0.029519      0.002910      0.000562      0.003356
   84788    20120229      -0.022361     -0.005676     -0.009158     -0.004737
   84788    20120301       0.001948      0.006806      0.004670      0.006158
   84788    20120302      -0.004110     -0.004921     -0.008031     -0.003246
   84788    20120305       0.005354     -0.004551     -0.003539     -0.003870
   84788    20120306       0.004604     -0.017379     -0.017306     -0.015370
   84788    20120307       0.014799      0.007942      0.009483      0.006901
   84788    20120308       0.021059      0.010859      0.010692      0.009818
   84788    20120309      -0.017693      0.004495      0.007768      0.003631
   84788    20120312      -0.005046     -0.001367     -0.001611      0.000160
   84788    20120313       0.006543      0.017606      0.014480      0.018132
   84788    20120314      -0.012623     -0.003919     -0.006757     -0.001196
   84788    20120315       0.011906      0.006511      0.004869      0.005967
   84788    20120316       0.003362      0.001335      0.001369      0.001119
   84788    20120319       0.002540      0.003999      0.004746      0.003974
   84788    20120320       0.036708     -0.004507     -0.005338     -0.003001
   84788    20120321      -0.003120     -0.001123      0.001131     -0.001871
   84788    20120322       0.003494     -0.008099     -0.008249     -0.007207
   84788    20120323       0.013721      0.004472      0.007160      0.003109
   84788    20120326       0.040146      0.013959      0.011392      0.013886
   84788    20120327       0.012668     -0.003654     -0.002838     -0.002817
   84788    20120328      -0.020833     -0.005516     -0.005409     -0.004942
   84788    20120329       0.017151     -0.001895     -0.001653     -0.001608
   84788    20120330      -0.010263      0.003351      0.002024      0.003698
   84788    20120402      -0.022024      0.008052      0.007351      0.007505
   84788    20120403       0.008129     -0.004445     -0.006565     -0.003989
   84788    20120404      -0.028398     -0.011810     -0.011965     -0.010202
   84788    20120405       0.002062     -0.000802     -0.000687     -0.000629
   84788    20120409      -0.012964     -0.011364     -0.011932     -0.011358
   84788    20120410      -0.025486     -0.018009     -0.016253     -0.017081
   84788    20120411       0.005295      0.008509      0.011544      0.007449
   84788    20120412       0.014470      0.015079      0.013034      0.013779
   84788    20120413      -0.011694     -0.012386     -0.010668     -0.012475
   84788    20120416      -0.015706     -0.000585     -0.000035     -0.000504
   84788    20120417       0.015580      0.014948      0.010763      0.015487
   84788    20120418       0.014226     -0.004028     -0.006151     -0.004055
   84788    20120419       0.000157     -0.004658     -0.002353     -0.005934
   84788    20120420      -0.005861      0.001631      0.003792      0.001169
   84788    20120423      -0.009159     -0.009532     -0.009771     -0.008408
   84788    20120424       0.011103      0.003249      0.005771      0.003680
   84788    20120425       0.021489      0.013821      0.010281      0.013645
   84788    20120426       0.008075      0.006807      0.005776      0.006680
   84788    20120427       0.157457      0.003895      0.005274      0.002414
   84788    20120430       0.022261     -0.004313     -0.004072     -0.003884
   84788    20120501      -0.008021      0.004869      0.001691      0.005658
   84788    20120502       0.000913     -0.002035     -0.000501     -0.002497
   84788    20120503      -0.003474     -0.009943     -0.010855     -0.007659
   84788    20120504      -0.023796     -0.015666     -0.012679     -0.016147
   84788    20120507       0.005223      0.000556      0.001085      0.000351
   84788    20120508      -0.005596     -0.005348     -0.004430     -0.004279
   84788    20120509      -0.004109     -0.006016     -0.004077     -0.006702
   84788    20120510       0.016638      0.002869      0.002588      0.002517
   84788    20120511       0.004367     -0.002778     -0.003641     -0.003387
   84788    20120514      -0.020863     -0.012160     -0.012421     -0.011113
   84788    20120515       0.006549     -0.006029     -0.006528     -0.005746
   84788    20120516      -0.001471     -0.004927     -0.007807     -0.004404
   84788    20120517      -0.025440     -0.015843     -0.015911     -0.015051
   84788    20120518      -0.020654     -0.008140     -0.009673     -0.007388
   84788    20120521       0.019920      0.017751      0.016319      0.016036
   84788    20120522      -0.012746     -0.000470     -0.004011      0.000486
   84788    20120523       0.009056      0.002796      0.002394      0.001694
   84788    20120524      -0.009389      0.001002      0.001696      0.001380
   84788    20120525      -0.010918     -0.001539      0.001210     -0.002166
   84788    20120529       0.008737      0.011224      0.009963      0.011079
   84788    20120530      -0.025704     -0.015481     -0.014326     -0.014335
   84788    20120531       0.017588     -0.001964     -0.000487     -0.002277
   84788    20120601      -0.022028     -0.024507     -0.020451     -0.024643
   84788    20120604       0.030497     -0.001002     -0.002267      0.000110
   84788    20120605      -0.006338      0.007847      0.008065      0.005727
   84788    20120606       0.020778      0.022686      0.019661      0.023049
   84788    20120607       0.005330     -0.001374     -0.002025     -0.000106
   84788    20120608      -0.001463      0.007125      0.005409      0.008114
   84788    20120611      -0.009063     -0.013951     -0.013468     -0.012620
   84788    20120612      -0.000370      0.011662      0.008888      0.011651
   84788    20120613      -0.007809     -0.006935     -0.007142     -0.007023
   84788    20120614      -0.001304      0.009494      0.007904      0.010815
   84788    20120615       0.018186      0.010109      0.008727      0.010338
   84788    20120618       0.019739      0.002201      0.001768      0.001445
   84788    20120619       0.006153      0.011614      0.012890      0.009816
   84788    20120620      -0.004508     -0.001473     -0.000497     -0.001686
   84788    20120621      -0.010963     -0.023449     -0.018456     -0.022262
   84788    20120622       0.007186      0.007247      0.007577      0.007175
   84788    20120625      -0.009408     -0.015425     -0.011917     -0.015955
   84788    20120626       0.025174      0.004859      0.002919      0.004773
   84788    20120627       0.000044      0.009026      0.009622      0.008985
   84788    20120628      -0.019103     -0.002125     -0.002531     -0.002110
   84788    20120629       0.031811      0.025610      0.023311      0.024920
   84788    20120702       0.004248      0.003868      0.006684      0.002459
   84788    20120703       0.000916      0.008940      0.010767      0.006232
   84788    20120705      -0.010761     -0.004123     -0.000733     -0.004687
   84788    20120706      -0.008852     -0.009956     -0.007701     -0.009433
   84788    20120709       0.000000     -0.002193     -0.002344     -0.001639
   84788    20120710      -0.024661     -0.008807     -0.008240     -0.008126
   84788    20120711      -0.005148     -0.000303     -0.000282     -0.000015
   84788    20120712      -0.013784     -0.004880     -0.004134     -0.004987
   84788    20120713       0.014069      0.015253      0.010665      0.016497
   84788    20120716      -0.010898     -0.002467     -0.003494     -0.002314
   84788    20120717       0.004259      0.006708      0.002457      0.007410
   84788    20120718       0.002489      0.006246      0.003871      0.006681
   84788    20120719       0.040006      0.002819      0.000016      0.002717
   84788    20120720       0.009373     -0.009908     -0.008733     -0.010062
   84788    20120723      -0.009987     -0.010140     -0.012004     -0.008909
   84788    20120724      -0.013141     -0.009410     -0.009270     -0.009041
   84788    20120725      -0.026856      0.000714      0.002465     -0.000314
   84788    20120726       0.013637      0.015498      0.008642      0.016541
   84788    20120727       0.078678      0.018906      0.016470      0.019081
   84788    20120730      -0.005183     -0.000796     -0.002846     -0.000483
   84788    20120731      -0.011817     -0.004969     -0.003201     -0.004317
   84788    20120801      -0.005186     -0.004475     -0.009081     -0.003030
   84788    20120802      -0.005515     -0.007290     -0.005662     -0.007374
   84788    20120803       0.018023      0.019216      0.017764      0.019040
   84788    20120806      -0.004171      0.003528      0.006633      0.002329
   84788    20120807       0.010983      0.006347      0.006234      0.005107
   84788    20120808      -0.009215      0.000184     -0.000985      0.000621
   84788    20120809      -0.001365      0.001632      0.003390      0.000414
   84788    20120810      -0.005597      0.001878     -0.000714      0.002188
   84788    20120813      -0.001332     -0.001901     -0.002122     -0.001252
   84788    20120814       0.003227     -0.000010     -0.002248     -0.000128
   84788    20120815       0.018140      0.002741      0.004557      0.001140
   84788    20120816       0.017395      0.007898      0.008086      0.007101
   84788    20120817      -0.001573      0.002643      0.004758      0.001872
   84788    20120820      -0.003400     -0.000603     -0.001571     -0.000021
   84788    20120821      -0.003745     -0.002326     -0.000635     -0.003498
   84788    20120822       0.015243     -0.000101     -0.001769      0.000226
   84788    20120823      -0.007824     -0.007327     -0.004534     -0.008072
   84788    20120824       0.018831      0.005503      0.003249      0.006455
   84788    20120827      -0.007406     -0.000554     -0.000562     -0.000489
   84788    20120828       0.008978      0.000250      0.002383     -0.000808
   84788    20120829       0.004104      0.001006      0.001836      0.000844
   84788    20120830      -0.003642     -0.007791     -0.007581     -0.007806
   84788    20120831       0.008326      0.005874      0.005303      0.005073
   84788    20120904      -0.001571      0.000683      0.003257     -0.001166
   84788    20120905      -0.006697     -0.000603     -0.000701     -0.001068
   84788    20120906       0.020957      0.019456      0.013690      0.020436
   84788    20120907       0.030870      0.005651      0.006500      0.004050
   84788    20120910      -0.007911     -0.005680     -0.001847     -0.006148
   84788    20120911      -0.005523      0.003425      0.004919      0.003135
   84788    20120912      -0.000156      0.002643      0.003966      0.002093
   84788    20120913       0.018034      0.015280      0.011218      0.016310
   84788    20120914       0.003958      0.006140      0.008189      0.003959
   84788    20120917      -0.012516     -0.004545     -0.004125     -0.003125
